0010000111001010,1,1
1000100111111100,0,0
1111010000010000,0,0
0111101001111011,0,0
0011000011001010,0,0
0100110100001010,1,1
0001010000111000,1,1
0001111100011101,1,1
0111011101111101,0,0
1110011001000110,0,0
1111110001010101,0,0
0001101101011100,1,1
0110001011101001,0,0
1001111101001110,0,0
0010000001011000,0,0
1100010110111111,0,0
0010110101011110,0,0
0010000011001001,1,1
0010011011000101,1,1
1100001101011100,0,0
0100110100110000,0,0
0001101010011100,1,1
0010000011000110,1,1
1001100100000110,0,0
0001001010001001,0,0
0001111000110110,1,1
1001001011100011,0,0
1100101001111011,0,0
0011010000001110,1,1
0001011101011100,1,1
0011101000000101,1,1
1001001101110010,0,0
1110100111000100,0,0
0111001111110110,0,0
0111110100100111,0,0
0001110001011100,1,1
0011111100000010,1,1
0010111010000100,0,0
0100111000001010,1,1
0010100011000100,1,1
0100011001000000,0,0
0010110011000101,1,1
1000110100011101,0,0
0011111011101000,0,0
0010001011000101,1,1
0010101001010001,0,0
0010110100110001,1,1
0011111100000100,1,1
1001011011011001,0,0
0000100110100100,0,0
0010110111000100,1,1
0011001110101010,0,0
0010000011000011,1,1
0001010011000000,0,0
0010000101011101,1,1
0100101001100111,0,0
0001010101011101,1,1
1001000010110001,0,0
0010101101101001,0,0
0001110010110101,1,1
0111000101011011,0,0
0110001010110110,0,0
0100000001111111,0,0
1001111000100110,0,0
1100110000010110,0,0
0010110000001111,1,1
0100001011001101,0,0
0110111101000000,0,0
0010011100011101,1,1
0011110100000101,1,1
0010101000110001,1,1
1010011010100000,0,0
0011101100001010,1,1
0001111000011111,0,0
0101100100101000,0,0
0010100111000110,1,1
0100101100010100,1,1
1010110000111000,0,0
0011001000001111,1,1
1011111010011001,0,0
1011100100101100,0,0
1000101100010000,0,0
0010110111000000,1,1
0001100110110111,1,1
0100100101100010,0,0
1100000101110101,0,0
0010001011000110,1,1
0010011000011100,1,1
0010000001011101,1,1
0001110000111001,1,1
0010110010011011,1,2
0001010110111000,1,1
0001011101101110,1,1
0001010001011100,1,1
0010001001011101,1,1
0001000100111001,1,1
0011010100101000,0,0
1011101001010110,0,0
0100001001011110,0,0
1110111101010101,0,0
0110111011111100,0,0
1111001111010101,0,0
0001110100111101,0,0
0011100001110011,0,0
0111010000001100,0,0
1010110110011000,0,0
0100110100001101,1,1
0011111000000001,1,1
1011011010010100,0,0
0010001101011101,1,1
0010000011000101,1,1
0010100100110011,1,1
1010011011010101,0,0
0010000111000010,1,1
1101000001010010,0,0
1001110110000110,0,0
1010110000111100,0,0
0111101010010111,0,0
0011101000001000,1,1
1101100001110001,0,0
0001101110011101,1,1
1110111011010100,0,0
0010001011001100,1,1
1001111010010110,0,0
0010000111000110,1,1
0110111010001011,0,0
0111110011100011,0,0
0001001100111011,1,1
0001110100101110,1,1
1010000110011010,0,0
