10111111000111101011110100010100,0,0
01111001001001100010001110110110,1,1
10011111001110010000001010001110,1,1
11011000100011011011010010101010,0,0
10000001111111110101010000010101,1,1
11110110101100100001011100101010,1,1
11110010111001000101101000001111,0,0
10111100101011000101010110110000,0,0
10010000001101000000111101010111,1,1
11111010010110001011000001101001,0,0
11100001101011100001010001110111,1,1
01000100010100100010000001110110,1,1
11001000000110000001110000100101,1,1
00100101110011010001110110000100,1,1
10101010001101100000011001111111,1,1
11000101001000001010100010000001,0,0
00110010111011100010000010000000,0,0
11110011010111100000101100100111,1,1
01111111111111000101101011000101,0,0
10100001010010100001101001011111,1,1
11111100110101111000111010111001,0,0
11000110000101100010100010001001,1,1
10111011101010110001110000000100,1,1
10101011111001000110000000001010,0,0
10101000011010100001010011110001,1,1
10111000000000010010111011111010,1,1
11110000111011111100101100101111,0,0
10011011101011100111110001010000,0,0
11101010100101110001000110101101,1,1
00110100010101000001111001011111,1,1
01010000001001110000001100011011,1,1
01100101111100000100011010011000,0,0
11111010011010100000100110010011,1,1
01000000010001000011010011100001,1,1
11100111000011010011000000111011,1,1
11011010110110100011101101100011,0,0
01001001100101000001011010111101,1,1
01010000110001010001010100111000,1,1
10010110100110001000100101000000,0,0
11001000010101010000000110000000,1,1
11011101111001010111111011110110,0,0
01111011000110010111010111101011,0,0
01001101110101010000110001000001,1,1
11010001010010100011001100010110,0,0
11111001101111101000101011101101,0,0
01011000100110100010100001001011,1,1
11001111101110000000011100100110,1,1
00111011001101010000010000111101,1,1
11100011001110101000111010100001,0,0
10101000011101110011000101100100,0,0
01110000000111000000001001110001,1,1
11001100011000100000001111100100,1,1
11000011110110110110101100010110,0,0
11011001011001100001000110111010,1,1
10011100100011111000000100001100,0,0
11001011010000000101110111100110,0,0
11010000100011110000100101000001,1,1
01011000110111010000100100101111,1,1
01110101100001000000011101100001,1,1
11001100101101101001011001111001,0,0
00110100010100110000000101110001,1,1
11001111100111000000000110100000,1,1
11101110011101111110100110000011,1,1
01000000100111000001110000011001,1,1
11110001000111010001010001100001,1,1
11011001110110011010000010011011,0,0
11111111011010011000010111110010,0,0
11000100101101100000110001101011,1,1
11110101010001000001011000110010,1,1
01011111010010000010000000101100,1,1
11110010010000010000100010100111,1,1
10111111001010110010000010110011,1,1
11000100101100000000110110101001,1,1
11111010110011001000010010001100,0,0
00100011001110100000100000111011,1,1
11111101001010101111000111111010,0,0
01111010110001110001101011101100,1,1
00110111110101100010100110101100,0,0
01011110011000010001001111011100,1,1
01111110110111110010000110010000,0,0
11110011100111000010000100001110,1,1
10111100000100011011001000101010,0,0
11001011011111100011001001000110,0,0
10100001011111110111100101111011,1,1
11011110000010100001001101001110,1,1
11011100100011100000010101110111,1,1
11000110000011110101111111000110,1,1
00111110100010110001111111011001,1,1
11011110101010111011101110110011,0,0
00111111000010100010000011010010,1,1
10100010101010000000001011001010,1,1
01111011010101100001100010110101,1,1
11101111101010101010111000110101,0,0
01000010010110110001010110101111,1,1
11111100101100010100111010000100,0,0
00100100011101110001011100001010,1,1
10000011001000010001010100010010,1,1
00101110110011110000011101000001,1,2
01001101000100100100011100100000,0,0
11110010010001110001000010101110,1,1
11111000000110010000111010011111,1,1
01000000001010100010100101110101,1,1
01001111011100000011110100010010,0,0
11101110001101111011100110110011,0,0
01110100101111110000011001101001,0,0
11011111110001110011000000001011,0,0
11011001010010011000100100110100,0,0
01010001001010010000010010010001,1,1
01101111001100000010010000010101,1,1
11010001000101110010110011100010,1,1
10101101101110100111101111010011,0,0
10100100000000110001101110111011,1,1
11101100110001011001101001001001,0,0
10000110110010000000101110101011,0,0
11011000001001011010011000000100,0,0
11110100110001100001011010001110,1,1
10110010001001000001011010010100,1,1
10000111010110010010100000011111,0,0
01101100011001110000100001111110,1,1
10000011010100100100001101010010,0,0
11001110110011100101111100111001,0,0
10100001000010100011001011001011,1,1
01111110000101010001010110111101,1,1
10110110000010010000001110010101,1,1
10101000101101111000101111000001,0,0
01001011000110010000100110100101,1,1
11111101001000100011111000001011,0,0
10101010110111010100011100110011,0,0
10000101100010100001100000010010,1,1
00110010011101110001100101110111,0,0
10111101110100110000101011110101,1,1
10100100010101100010001011111010,1,1
01110111010000010001111001001101,1,1
11001100100001010000100000110111,1,1
10111011010111101000011000010011,0,0
11111001000111010011100101000001,0,0
10110001111101001000000011011110,0,0
01101001000101100110100000010101,0,0
11100100011100010100010100101000,0,0
